product,Question,Response,Sentiment Score,Response value,lemm
Low Drizzle,All Questions,"I liked the cinnamon flavor, it was sweet but not over powering. Just the right amount of frosting on top. It wasnt too chewy, it was moist enough.",62.49,9,"['liked', 'cinnamon', 'flavor', 'sweet', 'power', 'right', 'amount', 'frost', 'top', 'wasn\x92t', 'chewy', 'moist', 'enough']"
Low Drizzle,All Questions,I liked the crunchiness of the frosting and the size,42.15,4,"['liked', 'crunchiness', 'frost', 'size']"
High Drizzle,All Questions,"I loved the flavor, the crunchiness of the frosting",59.94,8,"['love', 'flavor', 'crunchiness', 'frosting']"
High Drizzle,All Questions,Flavor was good. Not too sweet good cinnamon amount.,51.39,5,"['flavor', 'good', 'sweet', 'good', 'cinnamon', 'amount']"
Low Drizzle,All Questions,The right amount of frosting helped keep the sweetness the right amount.,49.39,7,"['right', 'amount', 'frosting', 'help', 'keep', 'sweetness', 'right', 'amount']"
Low Drizzle,All Questions,I like that this incorporated all the flavors of a cinnamon roll in a bite size form.,36.12,4,"['like', 'incorporate', 'flavor', 'cinnamon', 'roll', 'bite', 'size', 'form']"
High Drizzle,All Questions,The texture and softness of the mini is good.,44.04,4,"['texture', 'softness', 'mini', 'good']"
High Drizzle,All Questions,Great bite size very tasty I liked how chewy they were and not to sweet.,69.06,9,"['great', 'bite', 'size', 'tasty', 'like', 'chewy', 'sweet']"
Low Drizzle,All Questions,This one had less frosting so I wasnt sure if I would like it as much as the other one however I actually liked it just as much. Love the bite size my kids will love it. Its not sticky so no sticky fingers,92.48,9,"['one', 'less', 'frost', 'wasn\x92t', 'sure', 'would', 'like', 'much', 'one', 'however', 'actually', 'like', 'much', 'love', 'bite', 'size', 'kid', 'love', 'it\x92s', 'sticky', 'sticky', 'finger']"
Low Drizzle,All Questions,That it was in a cookie form.,0,7,"['cookie', 'form']"
High Drizzle,All Questions,There was more frosting than the previous sample.,0,8,"['frost', 'previous', 'sample']"
High Drizzle,All Questions,Good cinnamon flavor,44.04,4,"['good', 'cinnamon', 'flavor']"
Low Drizzle,All Questions,Texture and flavor good,44.04,7,"['texture', 'flavor', 'good']"
Low Drizzle,All Questions,"Flavor was amazing and it was perfect texture wise, great mini snack.",94.03,7,"['flavor', 'amaze', 'perfect', 'texture', 'wise', 'great', 'mini', 'snack']"
High Drizzle,All Questions,"It was more dense, I dont know if it was cooked longer or what but it taste like a thicker cookie. I love cinnamon so it was perfect and the frosting is just right for kids but as an adult a little too much but not too much to complain about it.",92.23,7,"['dense', 'don\x92t', 'know', 'cook', 'longer', 'taste', 'like', 'thicker', 'cookie', 'love', 'cinnamon', 'perfect', 'frost', 'right', 'kid', 'adult', 'little', 'much', 'much', 'complain']"
High Drizzle,All Questions,Easy to eat small enough to fit in mouth or hand,82.25,3,"['easy', 'eat', 'small', 'enough', 'fit', 'mouth', 'hand']"
Low Drizzle,All Questions,It taste pretty good.,72.69,7,"['taste', 'pretty', 'good']"
Low Drizzle,All Questions,The taste was ok.,29.6,6,"['taste', 'ok']"
High Drizzle,All Questions,Taste and flavor,0,8,"['taste', 'flavor']"
High Drizzle,All Questions,Portion size,0,6,"['portion', 'size']"
Low Drizzle,All Questions,Softness,0,5,['softness']
Low Drizzle,All Questions,Great cinnamon flavor,62.49,7,"['great', 'cinnamon', 'flavor']"
High Drizzle,All Questions,Overall taste was good,44.04,8,"['overall', 'taste', 'good']"
High Drizzle,All Questions,The cinnamon taste and sweetness are nice.,71.84,5,"['cinnamon', 'taste', 'sweetness', 'nice']"
Low Drizzle,All Questions,The frosting,0,3,['frost']
Low Drizzle,All Questions,Good cinnamon flavor.  Good snack size I know my kids would love.,87.5,7,"['good', 'cinnamon', 'flavor', 'good', 'snack', 'size', 'know', 'kid', 'would', 'love']"
High Drizzle,All Questions,"I was surprised. I thought it was going to be overly sweet from the picture but it actually seemed less sweet than the other sample, which I liked.  This one also did not seem as gummy textured it was more fluffy as I prefer.",87.93,8,"['surprised', 'think', 'go', 'overly', 'sweet', 'picture', 'actually', 'seem', 'less', 'sweet', 'sample', 'like', 'one', 'also', 'seem', 'gummy', 'textured', 'fluffy', 'prefer']"
High Drizzle,All Questions,Frosting,0,6,['frost']
Low Drizzle,All Questions,Taste,0,8,['taste']
Low Drizzle,All Questions,Taste easy to eat,44.04,8,"['taste', 'easy', 'eat']"
High Drizzle,All Questions,Tastes good soft,44.04,8,"['taste', 'good', 'soft']"
High Drizzle,All Questions,I enjoyed the frosting.,51.06,2,"['enjoy', 'frosting']"
Low Drizzle,All Questions,It was a good balance of cinnamon and frosting.,44.04,7,"['good', 'balance', 'cinnamon', 'frosting']"
Low Drizzle,All Questions,The cinnamon flavor and the size,0,3,"['cinnamon', 'flavor', 'size']"
High Drizzle,All Questions,Quantity of frosting,0,6,"['quantity', 'frosting']"
High Drizzle,All Questions,Size and flavor,0,8,"['size', 'flavor']"
Low Drizzle,All Questions,Size and flavor,0,8,"['size', 'flavor']"
Low Drizzle,All Questions,It was grainy like sand and not smooth like soft chewy cinnamon rolls with frosty.  Not like the packaged cinnamon rolls need more of the roll or twist like you get when buy the baked cinnamon rolls,84.02,3,"['grainy', 'like', 'sand', 'smooth', 'like', 'soft', 'chewy', 'cinnamon', 'roll', 'frosty', 'like', 'package', 'cinnamon', 'roll', 'need', 'roll', 'twist', 'like', 'get', 'buy', 'baked', 'cinnamon', 'roll']"
High Drizzle,All Questions,Taste,0,6,['taste']
High Drizzle,All Questions,Texture,0,7,['texture']
Low Drizzle,All Questions,The chewiness,0,5,['chewiness']
Low Drizzle,All Questions,Had nice chew to roll.  Strong cinnamon flavor.  Nice and moist.,83.6,6,"['nice', 'chew', 'roll', 'strong', 'cinnamon', 'flavor', 'nice', 'moist']"
High Drizzle,All Questions,Strong cinnamon flavor. Nice and chewy and soft.,72.69,6,"['strong', 'cinnamon', 'flavor', 'nice', 'chewy', 'soft']"
High Drizzle,All Questions,I loved the concept but then when I saw the product in person I was somewhat confused and a little disappointed in that I thought they might be bigger and softer. Even though it clearly states they are mini!,-13.13,4,"['love', 'concept', 'saw', 'product', 'person', 'somewhat', 'confuse', 'little', 'disappointed', 'thought', 'might', 'big', 'softer', 'even', 'though', 'clearly', 'state', 'mini']"
Low Drizzle,All Questions,"I like thats its Pillsbury, a name I trust. I like the thought of mini.",80.74,4,"['like', 'that\x92s', 'it\x92s', 'pillsbury', 'name', 'trust', 'like', 'thought', 'mini']"
Low Drizzle,All Questions,I liked the crunchy cinnamon texture and the after taste. Its delicious,75.79,1,"['like', 'crunchy', 'cinnamon', 'texture', 'taste', 'it\x92s', 'delicious']"
High Drizzle,All Questions,The cinnamon taste and crunch!,0,8,"['cinnamon', 'taste', 'crunch']"
High Drizzle,All Questions,Nothing really. Tastes fake,41.37,4,"['nothing', 'really', 'taste', 'fake']"
Low Drizzle,All Questions,Not as much frosting. Good cinnamon flavor,44.04,4,"['much', 'frosting', 'good', 'cinnamon', 'flavor']"
Low Drizzle,All Questions,The sweet flavor and slight crunchiness of the frosting,45.88,7,"['sweet', 'flavor', 'slight', 'crunchiness', 'frosting']"
High Drizzle,All Questions,The frosting flavor,0,7,"['frost', 'flavor']"
High Drizzle,All Questions,"Good flavor, moist",44.04,6,"['good', 'flavor', 'moist']"
Low Drizzle,All Questions,"More cinnamon flavor, tasty",0,7,"['cinnamon', 'flavor', 'tasty']"
Low Drizzle,All Questions,"It tasted better than I anticipated. The texture was firmer than a roll, but softer than the appearance. Taste was nice. If it was marketed as a cinnamon roll cookie, I think that fits beter.",68.58,7,"['taste', 'well', 'anticipated', 'texture', 'firmer', 'roll', 'soft', 'appearance', 'taste', 'nice', 'market', 'cinnamon', 'roll', 'cookie', 'think', 'fit', 'beter']"
High Drizzle,All Questions,Lots of frosting and moist.,0,6,"['lot', 'frost', 'moist']"
High Drizzle,All Questions,"Its size snack that was satisfying, filling and had the right amount of sweetness.",73.51,8,"['it\x92s', 'size', 'snack', 'satisfy', 'fill', 'right', 'amount', 'sweetness']"
Low Drizzle,All Questions,Less frosting felt like a healthier option for my family which I liked. But I felt like it didnt have enough overall flavor.,65.67,9,"['less', 'frost', 'felt', 'like', 'healthy', 'option', 'family', 'like', 'felt', 'like', 'didn\x92t', 'enough', 'overall', 'flavor']"
Low Drizzle,All Questions,Cinnamon flavor,0,3,"['cinnamon', 'flavor']"
High Drizzle,All Questions,Like the appearance of more frosting.  This sample was slightly softer.,36.12,6,"['like', 'appearance', 'frost', 'sample', 'slightly', 'soft']"
High Drizzle,All Questions,The cinnamon flavor was great,62.49,8,"['cinnamon', 'flavor', 'great']"
Low Drizzle,All Questions,"Easy to eat,  it messy",10.27,5,"['easy', 'eat', 'messy']"
Low Drizzle,All Questions,I liked the texture. It wasnt quite what I expected it to be for a cinnamon roll but it worked. I was pleasantly surprised,81.26,7,"['liked', 'texture', 'wasn\x92t', 'quite', 'expect', 'cinnamon', 'roll', 'work', 'pleasantly', 'surprise']"
High Drizzle,All Questions,I liked the amount of frosting. (I think kids always want the ones with the most frosting!) I also liked the texture.,73.45,7,"['liked', 'amount', 'frost', 'think', 'kid', 'always', 'want', 'one', 'frost', 'also', 'like', 'texture']"
High Drizzle,All Questions,Very nice and even flavor,47.54,8,"['nice', 'even', 'flavor']"
Low Drizzle,All Questions,Taste was good,44.04,6,"['taste', 'good']"
Low Drizzle,All Questions,It had a really nice cinnamon flavor,47.54,8,"['really', 'nice', 'cinnamon', 'flavor']"
High Drizzle,All Questions,It was exactly how chewy I would want it and had a great amount of frosting,65.97,9,"['exactly', 'chewy', 'would', 'want', 'great', 'amount', 'frosting']"
High Drizzle,All Questions,Frosting was yummy!,57.07,6,"['frost', 'yummy']"
Low Drizzle,All Questions,The flavor was powerful and fun  A mini sweet treat,89.57,8,"['flavor', 'powerful', 'fun', 'mini', 'sweet', 'treat']"
Low Drizzle,All Questions,The overall flavor was really good.,49.27,6,"['overall', 'flavor', 'really', 'good']"
High Drizzle,All Questions,The amount of frosting.,0,6,"['amount', 'frosting']"
High Drizzle,All Questions,"Not much, its sweet so thats satisfying but its too sugary crunchy sweet and the texture is so gooey",-42.55,3,"['much', 'it\x92s', 'sweet', 'that\x92s', 'satisfy', 'it\x92s', 'sugary', 'crunchy', 'sweet', 'texture', 'gooey']"
Low Drizzle,All Questions,Its sweet so I guess thats satisfying when I want a sweet treat,90.55,3,"['it\x92s', 'sweet', 'guess', 'that\x92s', 'satisfy', 'want', 'sweet', 'treat']"
Low Drizzle,All Questions,Easy snack size,44.04,4,"['easy', 'snack', 'size']"
High Drizzle,All Questions,Snack size,0,6,"['snack', 'size']"
High Drizzle,All Questions,The size because I be able to put in a bag for snack on the go with the kids,0,8,"['size', 'able', 'put', 'bag', 'snack', 'go', 'kid']"
Low Drizzle,All Questions,It was less sweet,40.33,8,"['less', 'sweet']"
Low Drizzle,All Questions,Softness,0,2,['softness']
High Drizzle,All Questions,Easy and portable,44.04,4,"['easy', 'portable']"
High Drizzle,All Questions,The cinnamon flavor,0,6,"['cinnamon', 'flavor']"
Low Drizzle,All Questions,"The cinnamon flavor, not too sweet",-35.7,7,"['cinnamon', 'flavor', 'sweet']"
Low Drizzle,All Questions,Overall taste,0,5,"['overall', 'taste']"
High Drizzle,All Questions,Flavor,0,7,['flavor']
High Drizzle,All Questions,The cinnamon roll has very good flavor and a pleasant aftertaste. It is what I expect of a sweetness of a cinnamon roll.,86.55,3,"['cinnamon', 'roll', 'good', 'flavor', 'pleasant', 'aftertaste', 'expect', 'sweetness', 'cinnamon', 'roll']"
Low Drizzle,All Questions,It is an easy treat. Eating wise it was not my favorite.,73.67,3,"['easy', 'treat', 'eat', 'wise', 'favorite']"
Low Drizzle,All Questions,The softness and the chewiness,0,7,"['softness', 'chewiness']"
High Drizzle,All Questions,The softness and the chewiness.  Right amount of sweetness.,49.39,8,"['softness', 'chewiness', 'right', 'amount', 'sweetness']"
High Drizzle,All Questions,It was softer than I thought it would be. The icing and cinnamon were good,44.04,7,"['soft', 'thought', 'would', 'ice', 'cinnamon', 'good']"
Low Drizzle,All Questions,It matched the picture   Just the right amount of frosting  Great flavor,62.49,7,"['match', 'picture', 'right', 'amount', 'frost', 'great', 'flavor']"
Low Drizzle,All Questions,It has enough sweetness and a good flavor.,72.69,2,"['enough', 'sweetness', 'good', 'flavor']"
High Drizzle,All Questions,It has an appropriate amount of frosting.,0,2,"['appropriate', 'amount', 'frosting']"
High Drizzle,All Questions,They were much smaller than I expected. The burst of flavor in each bite was really good. The cinnamon didnt overpower overall flavor.,49.27,9,"['much', 'small', 'expect', 'burst', 'flavor', 'bite', 'really', 'good', 'cinnamon', 'didn\x92t', 'overpower', 'overall', 'flavor']"
Low Drizzle,All Questions,The size are just right.,0,8,"['size', 'right']"
Low Drizzle,All Questions,Cinnamon flavor was the only thing I liked about this prodict.,42.15,1,"['cinnamon', 'flavor', 'thing', 'like', 'prodict']"
High Drizzle,All Questions,The frosting was the best part.,63.69,2,"['frost', 'best', 'part']"
High Drizzle,All Questions,"Perfect portion size, great flavor",83.16,7,"['perfect', 'portion', 'size', 'great', 'flavor']"
Low Drizzle,All Questions,Flavor was perfect. Texture was what I was hoping for. Liked that it was soft but not too chewy.,63.1,8,"['flavor', 'perfect', 'texture', 'hop', 'like', 'soft', 'chewy']"
Low Drizzle,All Questions,Flavor,0,3,['flavor']
High Drizzle,All Questions,Frosting,0,3,['frost']
High Drizzle,All Questions,Flavor of cinnamon,0,7,"['flavor', 'cinnamon']"
Low Drizzle,All Questions,Liked the visible texture,42.15,6,"['like', 'visible', 'texture']"
Low Drizzle,All Questions,The size and overall concept that it is ready to eat and take on the go.,36.12,7,"['size', 'overall', 'concept', 'ready', 'eat', 'take', 'go']"
High Drizzle,All Questions,The extra amount of frosting and sweet flavor.,45.88,8,"['extra', 'amount', 'frost', 'sweet', 'flavor']"
High Drizzle,All Questions,The cinnamon taste,0,2,"['cinnamon', 'taste']"
Low Drizzle,All Questions,This tasted very strong. The product is more of a cookie than a traditional cinnamon roll. It disappointed me. I expected warm cinnamon bites.,33.84,2,"['taste', 'strong', 'product', 'cookie', 'traditional', 'cinnamon', 'roll', 'disappoint', 'expect', 'warm', 'cinnamon', 'bite']"
Low Drizzle,All Questions,Size was ok for snack,29.6,2,"['size', 'ok', 'snack']"
High Drizzle,All Questions,Visually more attractive than previous sample. Frosting creates aesthetic appeal,64.78,3,"['visually', 'attractive', 'previous', 'sample', 'frost', 'creates', 'aesthetic', 'appeal']"
High Drizzle,All Questions,Pre made,0,3,"['pre', 'make']"
Low Drizzle,All Questions,Pre made,0,2,"['pre', 'make']"
Low Drizzle,All Questions,"I loved how sweet, moist and chewy these are.  They are the perfect size and wonderful for that sweet craving as well",96.07,9,"['love', 'sweet', 'moist', 'chewy', 'perfect', 'size', 'wonderful', 'sweet', 'craving', 'well']"
High Drizzle,All Questions,I like the size as it looked as it would be much larger from the photo. It had great frosting and texture,76.5,7,"['like', 'size', 'look', 'would', 'much', 'large', 'photo', 'great', 'frosting', 'texture']"
High Drizzle,All Questions,So perfectly chewy. Good cinnamon flavor.,82.51,8,"['perfectly', 'chewy', 'good', 'cinnamon', 'flavor']"
Low Drizzle,All Questions,The texture is so good. Chewy and moist. Cinnamon flavor is also very good. Sweet so you dont need a ton. Good small snack for kids.,92.82,6,"['texture', 'good', 'chewy', 'moist', 'cinnamon', 'flavor', 'also', 'good', 'sweet', 'don\x92t', 'need', 'ton', 'good', 'small', 'snack', 'kid']"
Low Drizzle,All Questions,Small size,0,6,"['small', 'size']"
High Drizzle,All Questions,Small size,0,2,"['small', 'size']"
High Drizzle,All Questions,I really liked the size,47.54,7,"['really', 'liked', 'size']"
Low Drizzle,All Questions,The frosting amount was perfect,57.19,8,"['frost', 'amount', 'perfect']"
Low Drizzle,All Questions,That it kept it taste as if you were to bake them in the oven,0,8,"['keep', 'taste', 'bake', 'oven']"
High Drizzle,All Questions,That you can taste the flavor and they are small,0,7,"['taste', 'flavor', 'small']"
High Drizzle,All Questions,Easy to pick up and eat.,44.04,2,"['easy', 'pick', 'eat']"
Low Drizzle,All Questions,Easy to pick up and eat.,44.04,2,"['easy', 'pick', 'eat']"
Low Drizzle,All Questions,Not messy,27.55,4,['messy']
High Drizzle,All Questions,Ample cinnamon flavor and visual,0,4,"['ample', 'cinnamon', 'flavor', 'visual']"
High Drizzle,All Questions,Cinnamon flavor was great and frosting was sweet,79.64,6,"['cinnamon', 'flavor', 'great', 'frosting', 'sweet']"
Low Drizzle,All Questions,Very soft and moist,0,6,"['soft', 'moist']"
Low Drizzle,All Questions,It was moist and dense and had a good cinnamon flavor,44.04,8,"['moist', 'dense', 'good', 'cinnamon', 'flavor']"
High Drizzle,All Questions,I like the strong cinnamon flavor and that it is not overly sweet,51.39,8,"['like', 'strong', 'cinnamon', 'flavor', 'overly', 'sweet']"
High Drizzle,All Questions,The taste is great as well as the texture,73.51,7,"['taste', 'great', 'well', 'texture']"
Low Drizzle,All Questions,Flavor,0,7,['flavor']
Low Drizzle,All Questions,I like the flavor and the softness of the cinnamon roll.,36.12,5,"['like', 'flavor', 'softness', 'cinnamon', 'roll']"
High Drizzle,All Questions,I like the flavor of the cinnamon roll as well as the texture.,55.74,6,"['like', 'flavor', 'cinnamon', 'roll', 'well', 'texture']"
High Drizzle,All Questions,I really like the cinnamon flavor and overall taste. I especially like the texture and our kids would love these as  a special breakfast treat.,93.47,8,"['really', 'like', 'cinnamon', 'flavor', 'overall', 'taste', 'especially', 'like', 'texture', 'kid', 'would', 'love', 'special', 'breakfast', 'treat']"
Low Drizzle,All Questions,"It tastes just like a mini cinnamon roll, so it met my expectations. Nice flavor, texture was a little gritty.",64.86,8,"['taste', 'like', 'mini', 'cinnamon', 'roll', 'meet', 'expectation', 'nice', 'flavor', 'texture', 'little', 'gritty']"
Low Drizzle,All Questions,Frosting,0,3,['frost']
High Drizzle,All Questions,"Better texture to a real cinnamon roll, not as strong cinnamon",5.11,6,"['well', 'texture', 'real', 'cinnamon', 'roll', 'strong', 'cinnamon']"
High Drizzle,All Questions,The taste is enjoyable and sweet,70.96,7,"['taste', 'enjoyable', 'sweet']"
Low Drizzle,All Questions,The taste was good and not too sweet,10.78,7,"['taste', 'good', 'sweet']"
Low Drizzle,All Questions,The overall flavor.;  good mix of cinnamon flavor and dough,44.04,9,"['overall', 'flavor', 'good', 'mix', 'cinnamon', 'flavor', 'dough']"
High Drizzle,All Questions,"The amount of cinnamon ,frosting , and dough made a really good mix",49.27,9,"['amount', 'cinnamon', 'frost', 'dough', 'make', 'really', 'good', 'mix']"
High Drizzle,All Questions,Overall this hit the make with the right combo of flavor and amount of each flavor,0,9,"['overall', 'hit', 'make', 'right', 'combo', 'flavor', 'amount', 'flavor']"
Low Drizzle,All Questions,Good flavor,44.04,7,"['good', 'flavor']"
Low Drizzle,All Questions,I really liked the taste. Thought that it would be less taste than original size but it packed in the right amount of sweetness. I loved that it was chewy but not too chewy. Wish it was a little bit bigger in diameter,88.41,3,"['really', 'liked', 'taste', 'think', 'would', 'less', 'taste', 'original', 'size', 'pack', 'right', 'amount', 'sweetness', 'love', 'chewy', 'chewy', 'wish', 'little', 'bit', 'big', 'diameter']"
High Drizzle,All Questions,I liked that there was more frosting as not only do I want the cinnamon flavor but wanted the frosting just equal,19.96,8,"['like', 'frosting', 'want', 'cinnamon', 'flavor', 'want', 'frost', 'equal']"
High Drizzle,All Questions,Good bite size amount.,44.04,5,"['good', 'bite', 'size', 'amount']"
Low Drizzle,All Questions,Not too much frosting,0,6,"['much', 'frosting']"
Low Drizzle,All Questions,The amount of cinnamon,0,7,"['amount', 'cinnamon']"
High Drizzle,All Questions,That it is moist.,0,6,['moist']
High Drizzle,All Questions,It was a tasty snack and I could see wanting this driving on trips in the car.  Just enough and not too much.,0,8,"['tasty', 'snack', 'could', 'see', 'want', 'drive', 'trip', 'car', 'enough', 'much']"
Low Drizzle,All Questions,There is about the right amount of frosting but it seems a little more like a cookie and less like a cinnamon roll.  As a cookie it seems undone and gooey.,76.11,7,"['right', 'amount', 'frost', 'seem', 'little', 'like', 'cookie', 'le', 'like', 'cinnamon', 'roll', 'cookie', 'seem', 'undone', 'gooey']"
Low Drizzle,All Questions,"I liked that it was like a cookie, not a cinnamon  roll.",64.86,5,"['like', 'like', 'cookie', 'cinnamon', 'roll']"
High Drizzle,All Questions,I do not like this. It tastes more artificial than the last one.,-27.55,6,"['like', 'taste', 'artificial', 'last', 'one']"
High Drizzle,All Questions,Size good for quick breakfast,44.04,6,"['size', 'good', 'quick', 'breakfast']"
Low Drizzle,All Questions,Size,0,5,['size']
Low Drizzle,All Questions,Taste was dry not very appealing,0,5,"['taste', 'dry', 'appealing']"
High Drizzle,All Questions,The frosting,0,4,['frost']
High Drizzle,All Questions,"I could eat the whole roll in one bite, and it wasnt to big for my mouth to do so. Perfect size",69.48,9,"['could', 'eat', 'whole', 'roll', 'one', 'bite', 'wasn\x92t', 'big', 'mouth', 'perfect', 'size']"
Low Drizzle,All Questions,Can eat the whole roll in one bite,0,8,"['eat', 'whole', 'roll', 'one', 'bite']"
Low Drizzle,All Questions,I enjoyed the flavor of the cinnamon roll.  The size was about right for a mini cinnamon roll.,51.06,4,"['enjoy', 'flavor', 'cinnamon', 'roll', 'size', 'right', 'mini', 'cinnamon', 'roll']"
High Drizzle,All Questions,I like the flavor and sweetness of the cinnamon roll.  The cinnamon roll had a generous amount of frosting.,84.02,7,"['like', 'flavor', 'sweetness', 'cinnamon', 'roll', 'cinnamon', 'roll', 'generous', 'amount', 'frosting']"
High Drizzle,All Questions,Cinnamon flavor was good,44.04,2,"['cinnamon', 'flavor', 'good']"
Low Drizzle,All Questions,Good flavor,44.04,3,"['good', 'flavor']"
Low Drizzle,All Questions,The bite sized cinnamon flavor with sweet after tastes.,45.88,8,"['bite', 'sized', 'cinnamon', 'flavor', 'sweet', 'taste']"
High Drizzle,All Questions,Great flavor notes of cinnamon with the right amount of sweetness.,80.74,9,"['great', 'flavor', 'note', 'cinnamon', 'right', 'amount', 'sweetness']"
High Drizzle,All Questions,I didnt like anything. It was disgusting.,-22.63,1,"['didn\x92t', 'like', 'anything', 'disgust']"
Low Drizzle,All Questions,This is very disappointing. I miss the dough. Gross.,-81.62,1,"['disappoint', 'miss', 'dough', 'gross']"
Low Drizzle,All Questions,The flavor was great and it was the taste of a cinnamon roll,62.49,2,"['flavor', 'great', 'taste', 'cinnamon', 'roll']"
High Drizzle,All Questions,I really like the amount of sweetness because its not overly sweet and the cinnamon flavor was just enough,54.43,2,"['really', 'like', 'amount', 'sweetness', 'it\x92s', 'overly', 'sweet', 'cinnamon', 'flavor', 'enough']"
High Drizzle,All Questions,It reminded me of Christmas meaning the flavor. Maybe this should be a fall or winter special like the pumpkin spice.,63.69,6,"['remind', 'christmas', 'mean', 'flavor', 'maybe', 'fall', 'winter', 'special', 'like', 'pumpkin', 'spice']"
Low Drizzle,All Questions,Nothing really it just didn't do it for me,0,5,"['nothing', 'really', 'didnt']"
Low Drizzle,All Questions,I liked nothing about it.,42.15,1,"['like', 'nothing']"
High Drizzle,All Questions,Nothing. Cinnamon flavor was ok.,29.6,1,"['nothing', 'cinnamon', 'flavor', 'ok']"
High Drizzle,All Questions,The clusters of cinnamon were great as well as the flavor.,73.51,8,"['cluster', 'cinnamon', 'great', 'well', 'flavor']"
Low Drizzle,All Questions,The icing looked better than being drenched in it.,44.04,7,"['icing', 'look', 'well', 'drench']"
Low Drizzle,All Questions,Frosting and cinnamon flavor,0,4,"['frost', 'cinnamon', 'flavor']"
High Drizzle,All Questions,Like lots off frosting and size,36.12,7,"['like', 'lot', 'frost', 'size']"
High Drizzle,All Questions,The flavor is spot on with like a Cinnabon product ~ which is yummy,70.96,4,"['flavor', 'spot', 'like', 'cinnabon', 'product', 'yummy']"
Low Drizzle,All Questions,"I think the cinnamon flavor is good but otherwise, I dont like this product much",63.69,2,"['think', 'cinnamon', 'flavor', 'good', 'otherwise', 'don\x92t', 'like', 'product', 'much']"
Low Drizzle,All Questions,The taste is good. Not the same texture of a normal cinnamon roll but I still liked it very much.,68.58,8,"['taste', 'good', 'texture', 'normal', 'cinnamon', 'roll', 'still', 'like', 'much']"
High Drizzle,All Questions,The texture,0,8,['texture']
High Drizzle,All Questions,"The size and flavor. More specifically, the bite size and rich but sweet flavor.",74.3,7,"['size', 'flavor', 'specifically', 'bite', 'size', 'rich', 'sweet', 'flavor']"
Low Drizzle,All Questions,The texture and moistness.,0,6,"['texture', 'moistness']"
Low Drizzle,All Questions,"The taste and size. The flavor was what I expected and the size was good, about two bites each.",44.04,4,"['taste', 'size', 'flavor', 'expect', 'size', 'good', 'two', 'bite']"
High Drizzle,All Questions,The frosting was a better proportion. The flavor was good. Lots of cinnamon.,70.03,3,"['frost', 'good', 'proportion', 'flavor', 'good', 'lot', 'cinnamon']"
High Drizzle,All Questions,The flavor of the icing,0,3,"['flavor', 'icing']"
Low Drizzle,All Questions,Size,0,4,['size']
Low Drizzle,All Questions,How dense in texture this was. Very good.,49.27,6,"['dense', 'texture', 'good']"
High Drizzle,All Questions,"Flavorful, full of texture, freshness and just the right amount of frosting.",0,9,"['flavorful', 'full', 'texture', 'freshness', 'right', 'amount', 'frost']"
High Drizzle,All Questions,Appearance was nice and consistent. Good consistency between both rolls.,69.08,7,"['appearance', 'nice', 'consistent', 'good', 'consistency', 'roll']"
Low Drizzle,All Questions,Great combination of flavor and texture. Packaging looks reflective of product,62.49,8,"['great', 'combination', 'flavor', 'texture', 'packaging', 'look', 'reflective', 'product']"
High Drizzle,All Questions,Make it a bit bigger and/or fluffier,0,4,"['make', 'bit', 'big', 'andor', 'fluffier']"
Low Drizzle,All Questions,It needs way more flavor and more frosting,0,3,"['need', 'way', 'flavor', 'frosting']"
Low Drizzle,All Questions,The size. Much too small could be bigger,0,2,"['size', 'much', 'small', 'could', 'big']"
High Drizzle,All Questions,The size. Could be bigger,0,4,"['size', 'could', 'big']"
High Drizzle,All Questions,Make it bigger.,0,3,"['make', 'big']"
Low Drizzle,All Questions,Make it bigger and less chewy. More like a cinnamon roll,36.73,3,"['make', 'big', 'less', 'chewy', 'like', 'cinnamon', 'roll']"
Low Drizzle,All Questions,More frosting.,0,5,['frost']
High Drizzle,All Questions,Larger size.,0,5,"['large', 'size']"
High Drizzle,All Questions,"The taste is very artificial, it is way too dense, very chewy and fake tasting",-52.09,1,"['taste', 'artificial', 'way', 'dense', 'chewy', 'fake', 'tasting']"
Low Drizzle,All Questions,"Fake artificial flavor, not the texture of a cinnamon roll",-47.67,1,"['fake', 'artificial', 'flavor', 'texture', 'cinnamon', 'roll']"
Low Drizzle,All Questions,More cinnamon throughout and not clumpy pieces. Also too strong of cinnamon,51.06,3,"['cinnamon', 'throughout', 'clumpy', 'piece', 'also', 'strong', 'cinnamon']"
High Drizzle,All Questions,A tad more cinnamon but keep same amount of frosting to create a more balanced flavor.,39.19,3,"['tad', 'cinnamon', 'keep', 'amount', 'frost', 'create', 'balance', 'flavor']"
High Drizzle,All Questions,The texture is dry and gritty.  The roll does not taste fresh.  The cinnamon flavor is overwhelming.,-24.11,1,"['texture', 'dry', 'gritty', 'roll', 'taste', 'fresh', 'cinnamon', 'flavor', 'overwhelm']"
Low Drizzle,All Questions,Very dry and not flavorful enough.  When making desserts you want to make them flavorful and not just sweet.,-29.14,1,"['dry', 'flavorful', 'enough', 'make', 'dessert', 'want', 'make', 'flavorful', 'sweet']"
Low Drizzle,All Questions,Add a little more sweetness,49.64,3,"['add', 'little', 'sweetness']"
High Drizzle,All Questions,Add a little more cinnamon in.,0,4,"['add', 'little', 'cinnamon']"
